"﻿employee_id","year","rating"
EMP100207,2021,5.00
EMP100208,2021,2.00
EMP100209,2021,4.00
EMP100210,2021,4.00
EMP100211,2021,2.00
EMP100212,2021,
EMP100213,2021,1.00
EMP100214,2021,
EMP100215,2021,3.00
EMP100216,2021,
EMP100217,2021,
EMP100218,2021,5.00
EMP100219,2021,
EMP100220,2021,3.00
EMP100221,2021,
EMP100222,2021,3.00
EMP100223,2021,
EMP100224,2021,3.00
EMP100225,2021,
EMP100226,2021,
EMP100227,2021,5.00
EMP100228,2021,4.00
EMP100229,2021,
EMP100230,2021,3.00
EMP100231,2021,
EMP100232,2021,3.00
EMP100233,2021,4.00
EMP100234,2021,
EMP100235,2021,2.00
EMP100236,2021,
EMP100237,2021,
EMP100238,2021,2.00
EMP100239,2021,
EMP100240,2021,
EMP100241,2021,3.00
EMP100242,2021,5.00
EMP100243,2021,3.00
EMP100244,2021,4.00
EMP100245,2021,4.00
EMP100246,2021,3.00
EMP100247,2021,3.00
EMP100248,2021,
EMP100249,2021,3.00
EMP100250,2021,4.00
EMP100251,2021,0.00
EMP100252,2021,4.00
EMP100253,2021,4.00
EMP100254,2021,3.00
EMP100255,2021,4.00
EMP100256,2021,4.00
EMP100257,2021,4.00
EMP100258,2021,
EMP100259,2021,4.00
EMP100260,2021,3.00
EMP100261,2021,
EMP100262,2021,2.00
EMP100263,2021,4.00
EMP100264,2021,4.00
EMP100265,2021,3.00
EMP100266,2021,0.00
EMP100267,2021,3.00
EMP100268,2021,3.00
EMP100269,2021,4.00
EMP100270,2021,3.00
EMP100271,2021,4.00
EMP100272,2021,2.00
EMP100273,2021,
EMP100274,2021,2.00
EMP100275,2021,2.00
EMP100276,2021,4.00
EMP100277,2021,4.00
EMP100278,2021,3.00
EMP100279,2021,3.00
EMP100280,2021,1.00
EMP100281,2021,3.00
EMP100282,2021,4.00
EMP100283,2021,2.00
EMP100284,2021,4.00
EMP100285,2021,
EMP100286,2021,2.00
EMP100287,2021,
EMP100288,2021,3.00
EMP100289,2021,
EMP100290,2021,
EMP100291,2021,
EMP100292,2021,
EMP100293,2021,3.00
EMP100294,2021,
EMP100295,2021,3.00
EMP100296,2021,4.00
EMP100297,2021,3.00
EMP100298,2021,5.00
EMP100299,2021,
EMP100300,2021,4.00
EMP100301,2021,2.00
EMP100302,2021,
EMP100303,2021,2.00
EMP100304,2021,
EMP100305,2021,4.00
EMP100306,2021,4.00
EMP100307,2021,2.00
EMP100308,2021,4.00
EMP100309,2021,3.00
EMP100310,2021,3.00
EMP100311,2021,4.00
EMP100312,2021,
EMP100313,2021,4.00
EMP100314,2021,
EMP100315,2021,2.00
EMP100316,2021,2.00
EMP100317,2021,1.00
EMP100318,2021,2.00
EMP100319,2021,4.00
EMP100320,2021,2.00
EMP100321,2021,4.00
EMP100322,2021,4.00
EMP100323,2021,
EMP100324,2021,4.00
EMP100325,2021,2.00
EMP100326,2021,5.00
EMP100327,2021,3.00
EMP100328,2021,4.00
EMP100329,2021,2.00
EMP100330,2021,4.00
EMP100331,2021,
EMP100332,2021,4.00
EMP100333,2021,
EMP100334,2021,3.00
EMP100335,2021,5.00
EMP100336,2021,3.00
EMP100337,2021,3.00
EMP100338,2021,3.00
EMP100339,2021,1.00
EMP100340,2021,3.00
EMP100341,2021,3.00
EMP100342,2021,1.00
EMP100343,2021,2.00
EMP100344,2021,3.00
EMP100345,2021,
EMP100346,2021,2.00
EMP100347,2021,3.00
EMP100348,2021,
EMP100349,2021,5.00
EMP100350,2021,5.00
EMP100351,2021,2.00
EMP100352,2021,2.00
EMP100353,2021,2.00
EMP100354,2021,
EMP100355,2021,4.00
EMP100356,2021,
EMP100357,2021,2.00
EMP100358,2021,3.00
EMP100359,2021,3.00
EMP100360,2021,
EMP100361,2021,3.00
EMP100362,2021,4.00
EMP100363,2021,3.00
EMP100364,2021,3.00
EMP100365,2021,
EMP100366,2021,3.00
EMP100367,2021,4.00
EMP100368,2021,5.00
EMP100369,2021,3.00
EMP100370,2021,4.00
EMP100371,2021,3.00
EMP100372,2021,
EMP100373,2021,3.00
EMP100374,2021,
EMP100375,2021,2.00
EMP100376,2021,4.00
EMP100377,2021,2.00
EMP100378,2021,1.00
EMP100379,2021,2.00
EMP100380,2021,2.00
EMP100381,2021,3.00
EMP100382,2021,1.00
EMP100383,2021,4.00
EMP100384,2021,4.00
EMP100385,2021,2.00
EMP100386,2021,
EMP100387,2021,4.00
EMP100388,2021,3.00
EMP100389,2021,3.00
EMP100390,2021,2.00
EMP100391,2021,4.00
EMP100392,2021,
EMP100393,2021,3.00
EMP100394,2021,2.00
EMP100395,2021,5.00
EMP100396,2021,3.00
EMP100397,2021,4.00
EMP100398,2021,2.00
EMP100399,2021,
EMP100400,2021,2.00
EMP100401,2021,4.00
EMP100402,2021,3.00
EMP100403,2021,3.00
EMP100404,2021,4.00
EMP100405,2021,4.00
EMP100406,2021,3.00
EMP100407,2021,4.00
EMP100408,2021,4.00
EMP100409,2021,3.00
EMP100410,2021,3.00
EMP100411,2021,2.00
EMP100412,2021,
EMP100413,2021,4.00
EMP100414,2021,3.00
EMP100415,2021,
EMP100416,2021,1.00
EMP100417,2021,
EMP100418,2021,5.00
EMP100419,2021,
EMP100420,2021,1.00
EMP100421,2021,3.00
EMP100422,2021,3.00
EMP100423,2021,3.00
EMP100424,2021,
EMP100425,2021,4.00
EMP100426,2021,3.00
EMP100427,2021,3.00
EMP100428,2021,2.00
EMP100429,2021,
EMP100430,2021,3.00
EMP100431,2021,2.00
EMP100432,2021,
EMP100433,2021,
EMP100434,2021,5.00
EMP100435,2021,3.00
EMP100436,2021,3.00
EMP100437,2021,3.00
EMP100438,2021,4.00
EMP100439,2021,4.00
EMP100440,2021,
EMP100441,2021,4.00
EMP100442,2021,4.00
EMP100443,2021,1.00
EMP100444,2021,3.00
EMP100445,2021,2.00
EMP100446,2021,2.00
EMP100447,2021,
EMP100448,2021,1.00
EMP100449,2021,4.00
EMP100450,2021,
EMP100451,2021,2.00
EMP100452,2021,1.00
EMP100453,2021,3.00
EMP100454,2021,
EMP100455,2021,3.00
EMP100456,2021,5.00
EMP100457,2021,
EMP100458,2021,2.00
EMP100459,2021,5.00
EMP100460,2021,3.00
EMP100461,2021,
EMP100462,2021,3.00
EMP100463,2021,
EMP100464,2021,5.00
EMP100465,2021,4.00
EMP100466,2021,3.00
EMP100467,2021,
EMP100468,2021,4.00
EMP100469,2021,3.00
EMP100470,2021,4.00
EMP100471,2021,1.00
EMP100472,2021,
EMP100473,2021,
EMP100474,2021,2.00
EMP100475,2021,4.00
EMP100476,2021,3.00
EMP100477,2021,2.00
EMP100478,2021,4.00
EMP100479,2021,2.00
EMP100480,2021,2.00
EMP100481,2021,2.00
EMP100482,2021,3.00
EMP100483,2021,
EMP100484,2021,4.00
EMP100485,2021,
EMP100486,2021,
EMP100487,2021,3.00
EMP100488,2021,3.00
EMP100489,2021,
EMP100490,2021,
EMP100491,2021,3.00
EMP100492,2021,3.00
EMP100493,2021,3.00
EMP100494,2021,3.00
EMP100495,2021,3.00
EMP100496,2021,3.00
EMP100497,2021,4.00
EMP100498,2021,4.00
EMP100499,2021,5.00
EMP100500,2021,
EMP100501,2021,1.00
EMP100502,2021,2.00
EMP100503,2021,1.00
EMP100504,2021,2.00
EMP100505,2021,
EMP100506,2021,3.00
EMP100507,2021,
EMP100508,2021,4.00
EMP100509,2021,3.00
EMP100510,2021,3.00
EMP100511,2021,
EMP100512,2021,3.00
EMP100513,2021,3.00
EMP100514,2021,2.00
EMP100515,2021,1.00
EMP100516,2021,
EMP100517,2021,3.00
EMP100518,2021,3.00
EMP100519,2021,3.00
EMP100520,2021,2.00
EMP100521,2021,4.00
EMP100522,2021,2.00
EMP100523,2021,2.00
EMP100524,2021,
EMP100525,2021,3.00
EMP100526,2021,5.00
EMP100527,2021,3.00
EMP100528,2021,
EMP100529,2021,3.00
EMP100530,2021,5.00
EMP100531,2021,
EMP100532,2021,5.00
EMP100533,2021,
EMP100534,2021,
EMP100535,2021,3.00
EMP100536,2021,2.00
EMP100537,2021,2.00
EMP100538,2021,
EMP100539,2021,
EMP100540,2021,
EMP100541,2021,4.00
EMP100542,2021,2.00
EMP100543,2021,4.00
EMP100544,2021,2.00
EMP100545,2021,2.00
EMP100546,2021,2.00
EMP100547,2021,4.00
EMP100548,2021,3.00
EMP100549,2021,
EMP100550,2021,5.00
EMP100551,2021,
EMP100552,2021,2.00
EMP100553,2021,4.00
EMP100554,2021,3.00
EMP100555,2021,
EMP100556,2021,2.00
EMP100557,2021,3.00
EMP100558,2021,2.00
EMP100559,2021,3.00
EMP100560,2021,2.00
EMP100561,2021,
EMP100562,2021,5.00
EMP100563,2021,
EMP100564,2021,3.00
EMP100565,2021,3.00
EMP100566,2021,4.00
EMP100567,2021,4.00
EMP100568,2021,3.00
EMP100569,2021,2.00
EMP100570,2021,2.00
EMP100571,2021,
EMP100572,2021,3.00
EMP100573,2021,
EMP100574,2021,3.00
EMP100575,2021,
EMP100576,2021,3.00
EMP100577,2021,4.00
EMP100578,2021,4.00
EMP100579,2021,3.00
EMP100580,2021,3.00
EMP100581,2021,4.00
EMP100582,2021,3.00
EMP100583,2021,1.00
EMP100584,2021,3.00
EMP100585,2021,
EMP100586,2021,3.00
EMP100587,2021,3.00
EMP100588,2021,3.00
EMP100589,2021,3.00
EMP100590,2021,1.00
EMP100591,2021,4.00
EMP100592,2021,4.00
EMP100593,2021,
EMP100594,2021,2.00
EMP100595,2021,3.00
EMP100596,2021,3.00
EMP100597,2021,4.00
EMP100598,2021,4.00
EMP100599,2021,
EMP100600,2021,
EMP100601,2021,2.00
EMP100602,2021,2.00
EMP100603,2021,4.00
EMP100604,2021,
EMP100605,2021,3.00
EMP100606,2021,
EMP100607,2021,3.00
EMP100608,2021,
EMP100609,2021,3.00
EMP100610,2021,3.00
EMP100611,2021,3.00
EMP100612,2021,3.00
EMP100613,2021,3.00
EMP100614,2021,3.00
EMP100615,2021,4.00
EMP100616,2021,4.00
EMP100617,2021,1.00
EMP100618,2021,
EMP100619,2021,4.00
EMP100620,2021,1.00
EMP100621,2021,4.00
EMP100622,2021,
EMP100623,2021,3.00
EMP100624,2021,
EMP100625,2021,3.00
EMP100626,2021,
EMP100627,2021,
EMP100628,2021,
EMP100629,2021,3.00
EMP100630,2021,
EMP100631,2021,3.00
EMP100632,2021,
EMP100633,2021,1.00
EMP100634,2021,2.00
EMP100635,2021,
EMP100636,2021,3.00
EMP100637,2021,4.00
EMP100638,2021,
EMP100639,2021,2.00
EMP100640,2021,
EMP100641,2021,2.00
EMP100642,2021,4.00
EMP100643,2021,3.00
EMP100644,2021,5.00
EMP100645,2021,3.00
EMP100646,2021,5.00
EMP100647,2021,4.00
EMP100648,2021,
EMP100649,2021,
EMP100650,2021,
EMP100651,2021,3.00
EMP100652,2021,5.00
EMP100653,2021,
EMP100654,2021,3.00
EMP100655,2021,4.00
EMP100656,2021,4.00
EMP100657,2021,3.00
EMP100658,2021,3.00
EMP100659,2021,3.00
EMP100660,2021,5.00
EMP100661,2021,3.00
EMP100662,2021,5.00
EMP100663,2021,4.00
EMP100664,2021,
EMP100665,2021,4.00
EMP100666,2021,
EMP100667,2021,4.00
EMP100668,2021,
EMP100669,2021,4.00
EMP100670,2021,2.00
EMP100671,2021,2.00
EMP100672,2021,1.00
EMP100673,2021,
EMP100674,2021,3.00
EMP100675,2021,5.00
EMP100676,2021,1.00
EMP100677,2021,
EMP100678,2021,3.00
EMP100679,2021,3.00
EMP100680,2021,3.00
EMP100681,2021,4.00
EMP100682,2021,2.00
EMP100683,2021,
EMP100684,2021,4.00
EMP100685,2021,4.00
EMP100686,2021,3.00
EMP100687,2021,3.00
EMP100688,2021,3.00
EMP100689,2021,
EMP100690,2021,4.00
EMP100691,2021,4.00
EMP100692,2021,3.00
EMP100693,2021,
EMP100694,2021,3.00
EMP100695,2021,
EMP100696,2021,2.00
EMP100697,2021,4.00
EMP100698,2021,
EMP100699,2021,
EMP100700,2021,4.00
EMP100701,2021,3.00
EMP100702,2021,4.00
EMP100703,2021,3.00
EMP100704,2021,2.00
EMP100705,2021,3.00
EMP100706,2021,3.00
EMP100707,2021,2.00
EMP100708,2021,5.00
EMP100709,2021,
EMP100710,2021,5.00
EMP100711,2021,
EMP100712,2021,3.00
EMP100713,2021,5.00
EMP100714,2021,4.00
EMP100715,2021,2.00
EMP100716,2021,3.00
EMP100717,2021,4.00
EMP100718,2021,3.00
EMP100719,2021,
EMP100720,2021,3.00
EMP100721,2021,4.00
EMP100722,2021,4.00
EMP100723,2021,5.00
EMP100724,2021,5.00
EMP100725,2021,5.00
EMP100726,2021,3.00
EMP100727,2021,3.00
EMP100728,2021,4.00
EMP100729,2021,5.00
EMP100730,2021,3.00
EMP100731,2021,
EMP100732,2021,3.00
EMP100733,2021,3.00
EMP100734,2021,
EMP100735,2021,4.00
EMP100736,2021,
EMP100737,2021,
EMP100738,2021,3.00
EMP100739,2021,1.00
EMP100740,2021,3.00
EMP100741,2021,
EMP100742,2021,4.00
EMP100743,2021,
EMP100744,2021,4.00
EMP100745,2021,4.00
EMP100746,2021,4.00
EMP100747,2021,4.00
EMP100748,2021,3.00
EMP100749,2021,4.00
EMP100750,2021,2.00
EMP100751,2021,4.00
EMP100752,2021,2.00
EMP100753,2021,4.00
EMP100754,2021,3.00
EMP100755,2021,5.00
EMP100756,2021,4.00
EMP100757,2021,3.00
EMP100758,2021,5.00
EMP100759,2021,4.00
EMP100760,2021,3.00
EMP100761,2021,3.00
EMP100762,2021,5.00
EMP100763,2021,3.00
EMP100764,2021,
EMP100765,2021,1.00
EMP100766,2021,
EMP100767,2021,3.00
EMP100768,2021,4.00
EMP100769,2021,3.00
EMP100770,2021,3.00
EMP100771,2021,3.00
EMP100772,2021,3.00
EMP100773,2021,
EMP100774,2021,4.00
EMP100775,2021,3.00
EMP100776,2021,2.00
EMP100777,2021,
EMP100778,2021,3.00
EMP100779,2021,4.00
EMP100780,2021,
EMP100781,2021,
EMP100782,2021,3.00
EMP100783,2021,1.00
EMP100784,2021,2.00
EMP100785,2021,2.00
EMP100786,2021,3.00
EMP100787,2021,3.00
EMP100788,2021,2.00
EMP100789,2021,3.00
EMP100790,2021,3.00
EMP100791,2021,3.00
EMP100792,2021,
EMP100793,2021,3.00
EMP100794,2021,4.00
EMP100795,2021,4.00
EMP100796,2021,3.00
EMP100797,2021,2.00
EMP100798,2021,
EMP100799,2021,1.00
EMP100800,2021,
EMP100801,2021,
EMP100802,2021,4.00
EMP100803,2021,3.00
EMP100804,2021,3.00
EMP100805,2021,1.00
EMP100806,2021,
EMP100807,2021,3.00
EMP100808,2021,4.00
EMP100809,2021,4.00
EMP100810,2021,3.00
EMP100811,2021,5.00
EMP100812,2021,3.00
EMP100813,2021,3.00
EMP100814,2021,2.00
EMP100815,2021,4.00
EMP100816,2021,2.00
EMP100817,2021,3.00
EMP100818,2021,3.00
EMP100819,2021,3.00
EMP100820,2021,
EMP100821,2021,4.00
EMP100822,2021,
EMP100823,2021,
EMP100824,2021,2.00
EMP100825,2021,2.00
EMP100826,2021,3.00
EMP100827,2021,
EMP100828,2021,
EMP100829,2021,3.00
EMP100830,2021,
EMP100831,2021,4.00
EMP100832,2021,3.00
EMP100833,2021,
EMP100834,2021,
EMP100835,2021,4.00
EMP100836,2021,2.00
EMP100837,2021,
EMP100838,2021,1.00
EMP100839,2021,
EMP100840,2021,3.00
EMP100841,2021,3.00
EMP100842,2021,3.00
EMP100843,2021,2.00
EMP100844,2021,4.00
EMP100845,2021,5.00
EMP100846,2021,2.00
EMP100847,2021,3.00
EMP100848,2021,2.00
EMP100849,2021,2.00
EMP100850,2021,4.00
EMP100851,2021,5.00
EMP100852,2021,3.00
EMP100853,2021,3.00
EMP100854,2021,3.00
EMP100855,2021,
EMP100856,2021,5.00
EMP100857,2021,2.00
EMP100858,2021,3.00
EMP100859,2021,3.00
EMP100860,2021,4.00
EMP100861,2021,2.00
EMP100862,2021,2.00
EMP100863,2021,
EMP100864,2021,3.00
EMP100865,2021,
EMP100866,2021,3.00
EMP100867,2021,
EMP100868,2021,2.00
EMP100869,2021,1.00
EMP100870,2021,3.00
EMP100871,2021,
EMP100872,2021,
EMP100873,2021,
EMP100874,2021,4.00
EMP100875,2021,2.00
EMP100876,2021,3.00
EMP100877,2021,2.00
EMP100878,2021,4.00
EMP100879,2021,
EMP100880,2021,3.00
EMP100881,2021,
EMP100882,2021,
EMP100883,2021,3.00
EMP100884,2021,4.00
EMP100885,2021,3.00
EMP100886,2021,4.00
EMP100887,2021,4.00
EMP100888,2021,3.00
EMP100889,2021,4.00
EMP100890,2021,
EMP100891,2021,4.00
EMP100892,2021,
EMP100893,2021,4.00
EMP100894,2021,
EMP100895,2021,2.00
EMP100896,2021,3.00
EMP100897,2021,1.00
EMP100898,2021,4.00
EMP100899,2021,2.00
EMP100900,2021,3.00
EMP100901,2021,4.00
EMP100902,2021,3.00
EMP100903,2021,3.00
EMP100904,2021,
EMP100905,2021,3.00
EMP100906,2021,2.00
EMP100907,2021,4.00
EMP100908,2021,2.00
EMP100909,2021,3.00
EMP100910,2021,3.00
EMP100911,2021,
EMP100912,2021,4.00
EMP100913,2021,4.00
EMP100914,2021,2.00
EMP100915,2021,3.00
EMP100916,2021,3.00
EMP100917,2021,3.00
EMP100918,2021,
EMP100919,2021,2.00
EMP100920,2021,
EMP100921,2021,
EMP100922,2021,3.00
EMP100923,2021,
EMP100924,2021,2.00
EMP100925,2021,3.00
EMP100926,2021,3.00
EMP100927,2021,4.00
EMP100928,2021,4.00
EMP100929,2021,2.00
EMP100930,2021,4.00
EMP100931,2021,4.00
EMP100932,2021,5.00
EMP100933,2021,
EMP100934,2021,3.00
EMP100935,2021,3.00
EMP100936,2021,
EMP100937,2021,1.00
EMP100938,2021,2.00
EMP100939,2021,4.00
EMP100940,2021,
EMP100941,2021,3.00
EMP100942,2021,3.00
EMP100943,2021,4.00
EMP100944,2021,3.00
EMP100945,2021,2.00
EMP100946,2021,2.00
EMP100947,2021,3.00
EMP100948,2021,4.00
EMP100949,2021,
EMP100950,2021,2.00
EMP100951,2021,
EMP100952,2021,
EMP100953,2021,3.00
EMP100954,2021,
EMP100955,2021,2.00
EMP100956,2021,5.00
EMP100957,2021,5.00
EMP100958,2021,1.00
EMP100959,2021,4.00
EMP100960,2021,4.00
EMP100961,2021,2.00
EMP100962,2021,3.00
EMP100963,2021,4.00
EMP100964,2021,4.00
EMP100965,2021,3.00
EMP100966,2021,4.00
EMP100967,2021,3.00
EMP100968,2021,1.00
EMP100969,2021,2.00
EMP100970,2021,
EMP100971,2021,
EMP100972,2021,3.00
EMP100973,2021,3.00
EMP100974,2021,4.00
EMP100975,2021,4.00
EMP100976,2021,4.00
EMP100977,2021,3.00
EMP100978,2021,
EMP100979,2021,2.00
EMP100980,2021,3.00
EMP100981,2021,4.00
EMP100982,2021,
EMP100983,2021,4.00
EMP100984,2021,4.00
EMP100985,2021,1.00
EMP100986,2021,5.00
EMP100987,2021,3.00
EMP100988,2021,5.00
EMP100989,2021,3.00
EMP100990,2021,2.00
EMP100991,2021,3.00
EMP100992,2021,3.00
EMP100993,2021,3.00
EMP100994,2021,3.00
EMP100995,2021,4.00
EMP100996,2021,2.00
EMP100997,2021,4.00
EMP100998,2021,3.00
EMP100999,2021,
EMP101000,2021,
EMP101001,2021,2.00
EMP101002,2021,3.00
EMP101003,2021,2.00
EMP101004,2021,3.00
EMP101005,2021,2.00
EMP101006,2021,
EMP101007,2021,4.00
EMP101008,2021,3.00
EMP101009,2021,
EMP101010,2021,3.00
EMP101011,2021,
EMP101012,2021,3.00
EMP101013,2021,3.00
EMP101014,2021,5.00
EMP101015,2021,4.00
EMP101016,2021,2.00
EMP101017,2021,
EMP101018,2021,2.00
EMP101019,2021,
EMP101020,2021,4.00
EMP101021,2021,
EMP101022,2021,3.00
EMP101023,2021,4.00
EMP101024,2021,5.00
EMP101025,2021,3.00
EMP101026,2021,3.00
EMP101027,2021,3.00
EMP101028,2021,3.00
EMP101029,2021,2.00
EMP101030,2021,2.00
EMP101031,2021,3.00
EMP101032,2021,3.00
EMP101033,2021,3.00
EMP101034,2021,3.00
EMP101035,2021,
EMP101036,2021,4.00
EMP101037,2021,
EMP101038,2021,4.00
EMP101039,2021,3.00
EMP101040,2021,
EMP101041,2021,3.00
EMP101042,2021,
EMP101043,2021,3.00
EMP101044,2021,4.00
EMP101045,2021,3.00
EMP101046,2021,3.00
EMP101047,2021,3.00
EMP101048,2021,4.00
EMP101049,2021,4.00
EMP101050,2021,
EMP101051,2021,
EMP101052,2021,3.00
EMP101053,2021,3.00
EMP101054,2021,
EMP101055,2021,
EMP101056,2021,2.00
EMP101057,2021,
EMP101058,2021,1.00
EMP101059,2021,3.00
EMP101060,2021,3.00
EMP101061,2021,5.00
EMP101062,2021,
EMP101063,2021,2.00
EMP101064,2021,3.00
EMP101065,2021,
EMP101066,2021,3.00
EMP101067,2021,
EMP101068,2021,4.00
EMP101069,2021,1.00
EMP101070,2021,1.00
EMP101071,2021,3.00
EMP101072,2021,
EMP101073,2021,4.00
EMP101074,2021,3.00
EMP101075,2021,5.00
EMP101076,2021,4.00
EMP101077,2021,3.00
EMP101078,2021,2.00
EMP101079,2021,
EMP101080,2021,3.00
EMP101081,2021,4.00
EMP101082,2021,3.00
EMP101083,2021,5.00
EMP101084,2021,3.00
EMP101085,2021,5.00
EMP101086,2021,
EMP101087,2021,2.00
EMP101088,2021,
EMP101089,2021,2.00
EMP101090,2021,4.00
EMP101091,2021,
EMP101092,2021,2.00
EMP101093,2021,3.00
EMP101094,2021,4.00
EMP101095,2021,
EMP101096,2021,3.00
EMP101097,2021,4.00
EMP101098,2021,
EMP101099,2021,
EMP101100,2021,3.00
EMP101101,2021,
EMP101102,2021,2.00
EMP101103,2021,3.00
EMP101104,2021,3.00
EMP101105,2021,4.00
EMP101106,2021,4.00
EMP101107,2021,1.00
EMP101108,2021,
EMP101109,2021,5.00
EMP101110,2021,
EMP101111,2021,3.00
EMP101112,2021,3.00
EMP101113,2021,4.00
EMP101114,2021,3.00
EMP101115,2021,4.00
EMP101116,2021,4.00
EMP101117,2021,3.00
EMP101118,2021,
EMP101119,2021,2.00
EMP101120,2021,5.00
EMP101121,2021,1.00
EMP101122,2021,2.00
EMP101123,2021,2.00
EMP101124,2021,3.00
EMP101125,2021,
EMP101126,2021,
EMP101127,2021,4.00
EMP101128,2021,3.00
EMP101129,2021,4.00
EMP101130,2021,2.00
EMP101131,2021,3.00
EMP101132,2021,1.00
EMP101133,2021,4.00
EMP101134,2021,4.00
EMP101135,2021,5.00
